6,25,60,22,82,29,73,71,36,64,0,6,26,72,28,71,51,64,33,62,53,9,38,54,13,77,79,46,50,48,45,53,48,68,19,20,58,31,16,20,39,58,27,48,57,74,53,72,41,51,68,33,13,24,80,20,21,54,45,39,20,30,73,19,72,64,18,63,62,62,78,68,70,20,61,75,32,46,79,66,32,67,48,57,45,16,69,64,21,57,66,37,8,66,75,26,30,67,61,26,
8,29,55,21,79,25,73,73,32,59,6,0,26,71,33,67,46,59,29,59,48,6,34,52,9,76,78,41,48,46,46,48,49,64,20,15,53,26,14,25,44,55,22,43,58,69,52,67,36,49,64,38,13,29,79,26,25,53,40,42,17,34,70,21,69,59,23,58,57,57,75,66,71,24,56,71,28,41,79,67,31,68,51,54,40,19,67,60,21,52,61,33,4,67,76,23,25,65,63,31,
31,32,58,46,62,27,48,48,29,61,26,26,0,47,46,57,63,55,50,44,54,22,32,35,33,52,55,42,28,28,20,58,23,53,9,24,62,39,14,26,54,40,37,59,32,66,30,69,46,30,55,40,14,28,55,30,23,29,44,22,42,48,55,9,54,69,33,69,69,74,58,45,45,19,67,58,52,58,54,41,13,43,30,40,45,41,50,57,46,56,66,55,30,42,51,47,40,45,40,24,
77,73,76,92,40,60,16,28,55,75,72,71,47,0,90,53,97,62,90,37,76,67,58,34,77,10,15,64,29,32,28,85,25,51,55,63,85,74,58,69,95,38,74,92,25,70,24,81,76,30,53,79,60,69,11,73,65,19,67,47,86,92,41,55,40,93,77,93,97,107,36,21,16,61,92,46,94,92,14,18,43,24,45,41,69,87,35,66,92,74,83,95,75,23,25,89,77,23,35,62,
26,19,87,32,107,57,87,81,63,92,28,33,46,90,0,98,73,91,54,88,80,37,66,80,37,97,100,74,73,73,63,79,66,95,38,48,84,58,42,22,13,84,53,71,70,102,75,99,67,75,95,18,36,23,99,18,26,73,73,47,38,2,99,37,98,90,13,88,86,83,103,91,84,29,86,101,48,69,94,80,57,79,53,83,73,18,95,92,31,84,93,56,33,78,86,45,55,91,69,30,
74,87,32,82,22,44,67,77,36,28,71,67,57,53,98,0,63,15,67,17,37,63,34,25,67,47,44,31,34,33,55,46,54,4,64,52,44,50,56,82,108,19,54,60,66,18,38,32,46,32,4,96,63,84,50,85,79,47,34,74,74,100,14,65,14,49,86,51,56,69,23,32,66,75,50,10,75,61,67,66,45,72,79,18,36,86,18,19,83,32,37,71,68,71,76,72,55,30,79,80,
50,75,33,43,83,38,105,108,43,38,51,46,63,97,73,63,0,49,20,67,27,46,39,65,39,96,96,35,68,65,78,18,80,61,62,40,21,25,51,70,85,63,27,5,93,53,74,41,21,68,60,83,55,74,99,71,71,80,32,84,36,73,73,63,73,22,68,20,15,12,82,82,102,69,19,71,26,6,108,100,58,103,93,61,29,56,74,46,44,32,32,19,44,102,110,29,24,80,102,76,
66,83,18,72,37,35,75,83,29,14,64,59,55,62,91,15,49,0,54,26,23,55,26,30,57,58,56,19,38,36,58,32,58,14,61,44,30,39,51,77,102,25,43,46,70,11,43,19,33,36,13,92,57,80,61,80,75,52,22,74,63,93,27,61,27,35,80,36,42,55,37,43,74,71,36,24,63,47,76,73,43,78,81,22,23,78,30,5,73,18,23,58,60,77,83,60,43,40,83,77,
31,57,42,24,85,30,95,97,37,48,33,29,50,90,54,67,20,54,0,66,35,30,36,61,21,91,92,36,62,59,68,29,70,64,47,28,34,18,37,52,66,62,16,18,81,62,67,53,22,62,64,64,39,57,94,52,54,72,33,69,17,54,75,48,74,38,49,36,33,30,83,78,93,52,35,74,9,15,100,89,48,92,78,60,32,37,74,52,25,40,45,6,26,91,100,10,14,77,89,59,
66,75,41,77,20,38,50,60,30,39,62,59,44,37,88,17,67,26,66,0,43,54,31,9,60,33,31,32,18,17,38,52,37,15,51,45,52,49,46,69,96,5,51,63,49,33,21,45,47,16,17,83,52,71,36,73,66,30,36,59,69,89,12,52,10,58,75,59,63,75,18,18,50,62,58,15,73,63,51,49,32,55,63,7,38,77,9,30,77,40,47,71,61,54,59,69,53,15,62,66,
54,76,8,56,58,28,87,93,26,14,53,48,54,76,80,37,27,23,35,43,0,45,22,43,44,74,73,13,48,45,64,10,65,35,57,35,10,23,45,70,92,40,27,24,78,28,54,20,14,47,34,84,51,74,77,72,69,62,11,75,47,81,48,58,47,17,71,18,21,33,57,59,85,66,16,46,43,25,89,83,44,87,83,37,10,64,49,20,56,6,13,38,47,86,93,42,26,57,89,73,
13,31,52,26,74,20,69,69,27,56,9,6,22,67,37,63,46,55,30,54,45,0,30,47,11,71,73,38,43,41,41,47,44,59,18,11,51,25,10,26,48,50,21,43,54,65,47,64,34,44,60,40,10,30,74,27,26,48,37,39,21,38,65,18,64,58,26,57,56,57,70,61,66,23,55,66,31,41,75,63,26,65,48,49,37,24,62,56,26,49,58,35,9,63,72,25,24,60,60,30,
41,58,26,48,50,10,66,72,5,29,38,34,32,58,66,34,39,26,36,31,22,30,0,27,33,58,58,10,29,26,42,29,44,31,36,19,31,19,26,52,77,27,21,35,56,37,35,37,19,29,31,67,32,55,61,55,50,42,12,54,40,67,40,37,39,39,55,39,41,49,48,44,64,47,37,40,43,35,70,62,22,66,61,24,13,52,38,27,49,24,34,41,35,65,73,39,23,42,67,53,
59,66,43,70,28,33,46,54,25,42,54,52,35,34,80,25,65,30,61,9,43,47,27,0,54,32,31,31,10,9,30,52,30,22,43,39,52,45,39,61,88,7,46,61,42,39,14,48,45,8,24,75,44,63,35,65,58,23,34,50,63,81,20,44,19,59,67,60,64,74,24,18,45,54,58,24,68,61,47,43,24,49,55,9,37,70,16,34,71,41,50,67,54,48,54,64,48,16,54,58,
12,37,51,17,80,24,80,80,32,55,13,9,33,77,37,67,39,57,21,60,44,11,33,54,0,80,82,39,52,50,52,43,55,64,28,16,47,21,20,32,49,56,17,36,65,67,56,63,30,53,64,44,20,36,83,33,33,58,37,49,10,38,71,29,70,53,30,52,50,49,77,70,77,32,50,72,20,34,85,73,35,75,59,55,37,21,68,57,17,48,56,25,6,74,83,15,19,69,71,39,
82,80,73,96,32,62,25,37,55,71,77,76,52,10,97,47,96,58,91,33,74,71,58,32,80,0,6,63,30,32,34,83,32,46,60,66,83,75,62,75,102,35,75,92,34,65,25,77,76,30,48,87,65,76,4,80,72,24,66,55,89,98,35,60,34,90,84,91,95,106,28,16,26,68,90,40,97,92,21,27,46,33,54,38,68,92,30,63,96,72,80,97,79,33,33,92,78,18,45,69,
84,84,71,98,27,62,30,42,55,69,79,78,55,15,100,44,96,56,92,31,73,73,58,31,82,6,0,62,31,33,38,82,35,43,63,67,82,75,64,79,106,34,76,92,39,61,26,74,76,30,45,90,67,79,7,83,75,27,65,59,91,102,31,63,31,89,87,90,94,105,23,14,31,71,88,36,97,92,27,33,47,39,59,36,67,94,26,60,98,70,78,97,80,38,39,93,79,16,50,73,
48,67,16,53,50,18,74,80,15,19,46,41,42,64,74,31,35,19,36,32,13,38,10,31,39,63,62,0,36,33,51,21,52,29,46,27,22,20,35,61,85,29,24,31,65,29,42,27,16,35,28,76,42,65,66,64,60,49,4,64,44,75,40,47,39,30,63,30,33,44,48,48,72,56,28,39,44,31,77,70,32,75,71,26,6,59,40,19,54,14,24,41,42,73,81,42,24,46,77,63,
54,59,49,68,35,32,39,46,26,49,50,48,28,29,73,34,68,38,62,18,48,43,29,10,52,30,31,36,0,3,21,56,21,31,36,37,58,46,34,54,81,16,46,64,33,48,6,56,48,3,33,67,38,55,33,58,50,14,39,41,61,75,29,37,27,65,60,65,68,78,30,19,37,46,64,32,67,63,42,35,18,41,45,18,41,65,23,42,68,47,56,67,51,39,46,62,49,18,46,50,
53,59,47,66,35,30,42,49,23,46,48,46,28,32,73,33,65,36,59,17,45,41,26,9,50,32,33,33,3,0,23,54,23,29,36,35,55,43,33,53,81,14,44,61,35,46,9,54,45,3,31,67,37,55,36,57,50,17,36,42,59,74,28,36,27,62,60,63,66,75,31,21,40,46,61,32,65,61,44,38,17,43,47,16,38,64,23,39,66,44,54,65,49,42,49,60,46,20,48,50,
51,46,66,66,52,41,28,30,38,67,45,46,20,28,63,55,78,58,68,38,64,41,42,30,52,34,38,51,21,23,0,70,3,51,28,40,73,54,33,42,68,36,53,74,15,68,18,75,59,23,53,53,33,42,37,46,38,12,53,22,61,65,48,28,47,80,50,80,82,89,48,32,26,34,78,52,71,73,34,22,21,25,25,38,55,60,42,61,66,64,74,73,49,24,32,65,56,33,26,35,
54,77,16,52,67,32,94,100,33,21,53,48,58,85,79,46,18,32,29,52,10,47,29,52,43,83,82,21,56,54,70,0,72,45,60,38,5,23,48,72,91,49,27,15,85,36,62,25,13,56,43,85,54,76,86,73,72,70,18,80,44,80,57,61,57,11,71,11,13,24,67,68,93,69,9,55,38,17,97,90,50,95,88,46,16,63,59,29,53,15,16,32,47,93,101,38,25,66,95,76,
53,49,67,69,50,43,26,29,40,68,48,49,23,25,66,54,80,58,70,37,65,44,44,30,55,32,35,52,21,23,3,72,0,51,31,43,74,56,35,45,71,36,55,76,13,68,17,75,61,23,53,56,36,45,34,49,41,10,55,25,64,68,47,31,45,81,53,82,84,91,46,30,23,37,80,51,73,75,31,20,23,23,26,38,56,63,41,61,69,65,74,75,52,22,30,68,59,31,26,38,
71,84,31,79,23,40,65,74,32,28,68,64,53,51,95,4,61,14,64,15,35,59,31,22,64,46,43,29,31,29,51,45,51,0,60,49,43,48,53,78,104,16,51,58,63,19,35,32,44,29,3,93,59,80,48,81,75,43,32,71,71,96,14,61,13,49,83,50,55,68,23,30,64,71,49,11,72,59,65,63,41,69,76,14,34,83,17,19,80,31,37,69,65,68,73,69,52,28,76,77,
24,24,62,40,70,30,54,53,33,65,19,20,9,55,38,64,62,61,47,51,57,18,36,43,28,60,63,46,36,36,28,60,31,60,0,23,64,39,13,18,45,48,36,58,38,71,38,73,47,38,62,33,8,20,63,22,15,37,47,22,37,39,63,1,61,71,25,70,70,74,66,54,51,11,68,66,48,57,61,48,20,49,31,48,48,33,58,62,39,59,69,52,24,48,56,42,39,54,43,17,
23,41,42,32,65,10,68,70,17,45,20,15,24,63,48,52,40,44,28,45,35,11,19,39,16,66,67,27,37,35,40,38,43,49,23,0,42,16,11,35,58,41,14,36,54,55,41,53,25,38,49,50,16,39,69,37,35,45,26,44,24,49,56,24,55,49,37,48,48,51,62,55,65,32,46,57,32,35,73,62,21,65,53,40,27,34,53,45,32,38,48,33,17,64,72,26,17,54,63,38,
58,81,13,57,66,35,96,102,35,17,58,53,62,85,84,44,21,30,34,52,10,51,31,52,47,83,82,22,58,55,73,5,74,43,64,42,0,27,52,76,96,49,32,20,87,33,63,20,18,57,42,90,58,80,86,78,76,71,20,83,49,85,56,65,56,8,76,8,13,26,65,68,94,73,7,53,43,22,98,92,53,96,91,46,18,68,58,26,58,13,12,37,52,95,103,43,29,66,98,80,
32,55,30,34,68,14,81,84,20,35,31,26,39,74,58,50,25,39,18,49,23,25,19,45,21,75,75,20,46,43,54,23,56,48,39,16,27,0,27,50,70,45,5,21,69,48,51,42,10,46,47,63,32,54,78,51,50,57,18,60,25,59,58,40,57,34,49,33,32,36,66,62,78,47,31,57,25,20,85,76,34,79,69,43,17,42,57,38,35,28,35,23,25,78,86,22,5,60,78,54,
21,33,51,35,66,18,60,61,22,54,16,14,14,58,42,56,51,51,37,46,45,10,26,39,20,62,64,35,34,33,33,48,35,53,13,11,52,27,0,27,52,42,24,47,46,61,38,62,35,35,54,42,7,30,65,30,25,39,35,34,29,44,57,14,56,59,30,58,58,62,62,52,58,22,56,59,39,45,66,54,17,57,43,42,36,32,54,52,35,47,57,42,18,55,64,33,27,52,53,29,
22,6,76,37,88,44,66,61,49,80,20,25,26,69,22,82,70,77,52,69,70,26,52,61,32,75,79,61,54,53,42,72,45,78,18,35,76,50,27,0,28,66,46,67,49,88,55,88,59,56,79,15,20,5,78,5,4,52,61,26,38,24,81,18,79,83,10,82,81,81,84,71,63,8,80,83,50,65,72,59,38,58,34,66,62,24,76,78,36,73,83,56,27,57,65,45,49,71,49,9,
38,23,99,43,115,68,89,83,74,103,39,44,54,95,13,108,85,102,66,96,92,48,77,88,49,102,106,85,81,81,68,91,71,104,45,58,96,70,52,28,0,93,65,83,73,113,82,111,79,83,105,17,46,27,105,24,31,79,84,49,50,12,108,45,106,102,23,100,98,95,111,98,86,35,98,110,61,81,97,83,65,81,55,93,84,30,103,103,42,96,104,68,45,80,88,57,67,98,69,33,
62,71,39,73,25,34,51,60,26,37,58,55,40,38,84,19,63,25,62,5,40,50,27,7,56,35,34,29,16,14,36,49,36,16,48,41,49,45,42,66,93,0,46,59,48,33,20,43,44,14,18,80,48,68,38,69,63,29,32,56,64,85,16,49,14,56,71,57,61,72,22,20,50,58,55,18,68,60,52,49,28,54,61,3,35,73,13,29,73,37,45,67,57,53,59,65,49,18,61,63,
27,51,35,30,70,14,80,83,22,40,27,22,37,74,53,54,27,43,16,51,27,21,21,46,17,75,76,24,46,44,53,27,55,51,36,14,32,5,24,46,65,46,0,23,67,52,51,47,14,46,50,59,28,49,79,47,46,56,22,57,21,54,60,37,59,38,45,37,36,39,68,63,78,43,35,60,22,22,85,74,33,78,66,45,21,37,59,42,30,32,40,22,21,76,85,19,4,61,75,50,
47,72,30,41,80,34,100,104,38,36,48,43,59,92,71,60,5,46,18,63,24,43,35,61,36,92,92,31,64,61,74,15,76,58,58,36,20,21,47,67,83,59,23,0,89,51,69,39,17,63,57,80,51,71,95,68,68,76,28,80,33,71,70,59,69,22,65,20,16,16,79,78,98,65,18,68,25,3,104,95,54,99,89,57,25,54,70,43,42,29,31,18,41,98,106,27,20,76,98,72,
62,52,80,78,59,55,17,16,52,81,57,58,32,25,70,66,93,70,81,49,78,54,56,42,65,34,39,65,33,35,15,85,13,63,38,54,87,69,46,49,73,48,67,89,0,80,28,88,74,35,64,57,45,48,35,53,45,20,68,24,74,72,57,38,56,94,58,94,97,104,54,38,14,42,93,61,84,88,25,10,35,11,21,50,69,69,51,74,77,78,87,87,61,10,19,78,71,40,14,41,
76,94,21,81,39,45,83,92,39,16,74,69,66,70,102,18,53,11,62,33,28,65,37,39,67,65,61,29,48,46,68,36,68,19,71,55,33,48,61,88,113,33,52,51,80,0,52,16,40,46,17,102,68,91,67,91,86,61,30,85,72,103,31,72,31,36,91,38,44,58,40,49,82,82,38,27,70,52,84,81,53,87,91,31,31,87,35,10,82,23,23,65,70,86,91,69,52,47,93,88,
58,60,55,72,35,38,33,41,32,54,53,52,30,24,75,38,74,43,67,21,54,47,35,14,56,25,26,42,6,9,18,62,17,35,38,41,63,51,38,55,82,20,51,69,28,52,0,61,53,7,36,68,41,56,28,59,52,10,44,40,65,77,30,39,29,70,62,71,74,84,30,16,32,48,69,34,72,69,36,30,21,36,43,22,46,69,24,47,72,53,62,72,54,34,41,67,54,16,42,50,
73,93,12,75,54,44,94,102,41,9,72,67,69,81,99,32,41,19,53,45,20,64,37,48,63,77,74,27,56,54,75,25,75,32,73,53,20,42,62,88,111,43,47,39,88,16,61,0,33,55,30,102,68,91,80,90,87,70,27,90,66,100,45,74,45,22,89,24,30,44,54,62,92,83,24,41,62,41,95,91,57,96,97,41,27,83,49,15,76,15,9,56,66,95,102,61,45,59,100,90,
41,64,22,42,65,19,85,89,22,27,41,36,46,76,67,46,21,33,22,47,14,34,19,45,30,76,76,16,48,45,59,13,61,44,47,25,18,10,35,59,79,44,14,17,74,40,53,33,0,47,43,73,41,63,79,60,59,60,12,67,33,68,55,48,54,24,58,24,24,31,63,62,83,56,22,53,30,17,88,80,39,84,76,41,11,51,55,31,43,19,26,26,35,83,91,29,13,60,84,63,
56,61,48,69,33,33,40,48,26,48,51,49,30,30,75,32,68,36,62,16,47,44,29,8,53,30,30,35,3,3,23,56,23,29,38,38,57,46,35,56,83,14,46,63,35,46,7,55,47,0,31,69,40,57,33,60,53,16,38,43,62,77,26,39,25,64,62,64,68,78,29,18,39,48,63,30,68,63,42,37,19,42,48,15,40,67,21,40,69,46,55,68,52,41,48,63,49,17,48,52,
71,85,30,79,25,40,67,76,33,26,68,64,55,53,95,4,60,13,64,17,34,60,31,24,64,48,45,28,33,31,53,43,53,3,62,49,42,47,54,79,105,18,50,57,64,17,36,30,43,31,0,94,60,82,50,82,77,46,31,72,70,97,15,62,15,47,83,48,54,67,25,33,66,72,48,12,72,58,67,65,42,71,77,16,33,83,19,17,80,30,35,68,65,70,75,69,51,30,78,78,
34,9,91,45,101,58,73,66,64,94,33,38,40,79,18,96,83,92,64,83,84,40,67,75,44,87,90,76,67,67,53,85,56,93,33,50,90,63,42,15,17,80,59,80,57,102,68,102,73,69,94,0,35,13,89,13,18,64,76,33,48,19,95,32,93,96,16,95,94,93,97,83,70,22,93,97,60,78,81,66,52,65,38,80,76,30,90,93,44,88,97,67,40,64,72,55,62,84,54,18,
18,26,57,33,71,24,61,60,29,60,13,13,14,60,36,63,55,57,39,52,51,10,32,44,20,65,67,42,38,37,33,54,36,59,8,16,58,32,7,20,46,48,28,51,45,68,41,68,41,40,60,35,0,24,68,23,19,42,42,30,29,38,63,9,62,65,24,64,63,66,68,57,58,16,62,65,40,50,67,54,21,56,39,48,42,28,59,59,33,54,63,44,17,55,64,34,32,56,51,22,
26,5,80,40,89,47,65,59,52,83,24,29,28,69,23,84,74,80,57,71,74,30,55,63,36,76,79,65,55,55,42,76,45,80,20,39,80,54,30,5,27,68,49,71,48,91,56,91,63,57,82,13,24,0,78,6,5,53,65,25,42,25,83,20,81,87,12,86,85,85,85,72,62,10,84,85,54,69,72,58,40,57,32,68,65,27,78,82,40,77,86,60,31,56,64,49,53,72,47,7,
84,82,76,99,33,65,25,37,58,74,80,79,55,11,99,50,99,61,94,36,77,74,61,35,83,4,7,66,33,36,37,86,34,48,63,69,86,78,65,78,105,38,79,95,35,67,28,80,79,33,50,89,68,78,0,82,74,27,69,57,93,101,37,63,36,93,86,94,98,109,29,19,26,71,93,42,100,95,21,28,49,34,55,41,71,95,32,65,99,75,83,100,82,34,33,95,81,21,46,72,
22,5,79,35,92,46,70,65,52,82,20,26,30,73,18,85,71,80,52,73,72,27,55,65,33,80,83,64,58,57,46,73,49,81,22,37,78,51,30,5,24,69,47,68,53,91,59,90,60,60,82,13,23,6,82,0,9,56,63,30,37,20,84,21,83,84,6,83,82,81,88,75,67,12,81,87,50,66,77,63,42,62,37,69,64,22,80,81,34,75,85,56,28,61,69,44,50,75,52,13,
24,9,75,39,85,43,62,57,47,79,21,25,23,65,26,79,71,75,54,66,69,26,50,58,33,72,75,60,50,50,38,72,41,75,15,35,76,50,25,4,31,63,46,68,45,86,52,87,59,53,77,18,19,5,74,9,0,49,60,22,40,28,78,15,76,83,14,81,81,82,80,67,59,5,79,80,52,66,68,55,35,54,30,63,61,27,73,77,39,72,82,57,28,53,61,47,49,67,45,6,
59,57,63,73,41,43,25,32,38,63,54,53,29,19,73,47,80,52,72,30,62,48,42,23,58,24,27,49,14,17,12,70,10,43,37,45,71,57,39,52,79,29,56,76,20,61,10,70,60,16,46,64,42,53,27,56,49,0,52,34,68,75,38,37,37,78,60,79,82,90,37,21,24,45,77,43,76,75,29,22,24,27,35,31,54,69,32,56,73,61,70,77,56,25,32,71,59,22,33,47,
47,67,16,51,53,18,77,82,16,19,45,40,44,67,73,34,32,22,33,36,11,37,12,34,37,66,65,4,39,36,53,18,55,32,47,26,20,18,35,61,84,32,22,28,68,30,44,27,12,38,31,76,42,65,69,63,60,52,0,65,42,74,43,48,42,27,63,27,30,40,51,51,75,57,26,41,42,28,80,73,34,77,73,30,3,58,43,20,52,13,23,38,40,76,83,39,22,49,79,63,
43,29,80,59,74,49,41,35,50,82,39,42,22,47,47,74,84,74,69,59,75,39,54,50,49,55,59,64,41,42,22,80,25,71,22,44,83,60,34,26,49,56,57,80,24,85,40,90,67,43,72,33,30,25,57,30,22,34,65,0,58,49,69,21,68,91,35,90,91,95,70,54,38,21,88,73,69,78,48,34,33,33,10,57,66,49,63,77,59,77,87,73,45,32,40,64,60,55,23,18,
16,42,54,10,88,31,89,89,40,59,20,17,42,86,38,74,36,63,17,69,47,21,40,63,10,89,91,44,61,59,61,44,64,71,37,24,49,25,29,38,50,64,21,33,74,72,65,66,33,62,70,48,29,42,93,37,40,68,42,58,0,38,79,38,78,53,33,52,49,45,86,79,86,39,50,79,13,31,95,83,44,85,67,63,41,21,77,62,10,51,58,19,13,83,92,8,21,78,80,45,
27,21,88,31,109,58,89,83,65,93,30,34,48,92,2,100,73,93,54,89,81,38,67,81,38,98,102,75,75,74,65,80,68,96,39,49,85,59,44,24,12,85,54,71,72,103,77,100,68,77,97,19,38,25,101,20,28,75,74,49,38,0,101,39,99,90,15,89,86,83,105,93,86,31,87,103,49,69,96,82,58,81,55,85,74,18,97,93,30,85,94,56,34,80,88,45,56,93,71,32,
77,86,44,87,11,48,56,67,40,41,73,70,55,41,99,14,73,27,75,12,48,65,40,20,71,35,31,40,29,28,48,57,47,14,63,56,56,58,57,81,108,16,60,70,57,31,30,45,55,26,15,95,63,83,37,84,78,38,43,69,79,101,0,64,2,62,86,63,68,81,10,21,56,73,62,6,82,70,55,56,43,62,73,17,45,89,7,32,87,44,50,80,72,61,65,78,62,19,70,78,
24,23,63,40,71,31,54,52,34,66,19,21,9,55,37,65,63,61,48,52,58,18,37,44,29,60,63,47,37,36,28,61,31,61,1,24,65,40,14,18,45,49,37,59,38,72,39,74,48,39,62,32,9,20,63,21,15,37,48,21,38,39,64,0,62,72,24,71,71,74,67,54,51,10,69,66,49,58,61,47,21,48,30,49,49,33,59,63,40,60,70,53,25,47,56,43,40,54,43,16,
76,85,44,86,11,47,55,65,39,41,72,69,54,40,98,14,73,27,74,10,47,64,39,19,70,34,31,39,27,27,47,57,45,13,61,55,56,57,56,79,106,14,59,69,56,31,29,45,54,25,15,93,62,81,36,83,76,37,42,68,78,99,2,62,0,61,85,63,68,80,10,20,55,72,62,6,81,70,54,55,42,61,71,15,44,87,5,31,86,43,49,78,71,60,64,77,61,18,69,76,
64,88,18,62,71,42,103,109,43,22,64,59,69,93,90,49,22,35,38,58,17,58,39,59,53,90,89,30,65,62,80,11,81,49,71,49,8,34,59,83,102,56,38,22,94,36,70,22,24,64,47,96,65,87,93,84,83,78,27,91,53,90,62,72,61,0,82,3,9,23,71,75,101,80,4,59,46,24,106,99,60,104,99,53,26,73,64,31,63,19,14,40,58,103,110,48,35,73,105,87,
18,10,78,30,94,46,75,70,52,81,18,23,33,77,13,86,68,80,49,75,71,26,55,67,30,84,87,63,60,60,50,71,53,83,25,37,76,49,30,10,23,71,45,65,58,91,62,89,58,62,83,16,24,12,86,6,14,60,63,35,33,15,86,24,85,82,0,81,79,78,90,78,72,17,79,89,45,62,82,68,44,67,43,71,63,16,82,81,29,74,83,51,25,66,75,40,47,78,58,19,
63,87,19,60,73,42,104,109,43,23,63,58,69,93,88,51,20,36,36,59,18,57,39,60,52,91,90,30,65,63,80,11,82,50,70,48,8,33,58,82,100,57,37,20,94,38,71,24,24,64,48,95,64,86,94,83,81,79,27,90,52,89,63,71,63,3,81,0,7,21,73,76,102,79,2,60,44,22,106,100,60,104,98,54,26,71,65,32,61,20,16,38,56,103,110,46,34,74,105,86,
61,86,25,57,78,43,106,112,45,29,62,57,69,97,86,56,15,42,33,63,21,56,41,64,50,95,94,33,68,66,82,13,84,55,70,48,13,32,58,81,98,61,36,16,97,44,74,30,24,68,54,94,63,85,98,82,81,82,30,91,49,86,68,71,68,9,79,7,0,15,77,80,105,78,7,65,40,18,109,102,62,106,99,58,28,69,70,38,58,25,21,33,55,105,113,42,33,78,107,85,
